id	userId	movieId
1	14	5154
2	14	2388
3	14	1400
4	14	6321
5	14	3580
6	14	6370
7	14	3579
8	14	3487
9	14	2673
10	14	2675
11	14	3693
12	14	1114
13	14	8328
14	14	5424
15	14	5428
16	14	5401
17	14	4115
18	14	5402
19	14	2639
20	14	6339
21	15	6321
22	15	2388
23	15	5016
24	15	7160
25	15	5566
26	15	2262
27	15	5394
28	15	3579
29	15	5388
30	15	2453
31	15	3580
32	15	4115
33	15	5387
34	15	3355
35	15	5389
36	15	5227
37	15	3462
38	15	4633
39	15	5023
40	15	4923
